, Product Division,Category,Sub Category,Destination,Product Name,Portion,Quantity Sold,Value of Sales,Net Value of Sales,% of Total Sales,% of Division,% of Category,% of Sub-Cat,Gross Sales,Discount,Promotion,Tax
777,Food,Side Orders,Side Orders,Standard,Side Salad,Standard,13,31.07,25.8932,0.0386376468,0.0630354053,1.5698261924,1.5698261924,31.07,0,0,5.1768
778,Food,Side Orders,Side Orders,Standard,Side Salad SR,Standard,24,36.96,30.797,0.0459622602,0.074985149,1.8674211803,1.8674211803,36.96,0,0,6.163
779,Food,Side Orders,Side Orders,Standard,Sm Onion Rings,Standard,97,234.73000000000002,195.54710000000003,0.2919026336,0.4762246763,11.8598423605,11.8598423605,235.71,0.98,0,39.1829
780,Food,Side Orders,Side Orders,Standard,Sml Bowl Chips,Standard,118,292.32,243.45139999999998,0.3635196944,0.5930643606,14.7696038804,14.7696038804,293.82,1.5,0,48.8686
781,,,,,SubTotal,,619,1979.1999999999998,1648.7331,2.4612690857,4.0154385006,,100,2000.4699999999998,3.2800000000000002,17.99,330.46690000000007
782,,,,Sub-Cat Total,,,619,1979.1999999999998,1648.7331,2.4612690857,4.0154385006,,,2000.4699999999998,3.2800000000000002,17.99,330.46690000000007
783,,,Category Total,,,,619,1979.1999999999998,1648.7331000000001,2.4612690857,4.0154385006,100,,2000.47,3.28,17.99,330.46690000000007
784,Food,Starter,Starter,Standard,Breast Bites T,Standard,175,866.7099999999999,722.2099,1.0778125148,1.7583976875,11.3267737168,11.3267737168,1092,4.38,220.91,144.5001
785,Food,Starter,Starter,Standard,Cheesy Chips,Standard,74,359.96,299.9219,0.44763461,0.7302936756,4.7042095592,4.7042095592,406.26,0,46.3,60.0381
786,Food,Starter,Starter,Standard,Chicken Wings T,Standard,140,712.0699999999999,593.3413999999999,0.8855072139,1.4446611223,9.3058298168,9.3058298168,966,36,217.93,118.7286
787,Food,Starter,Starter,Standard,Curry Chips,Standard,49,233.48,194.5639,0.2903481741,0.4736886526,3.0512802753,3.0512802753,259.21,0,25.73,38.9161
788,Food,Starter,Starter,Standard,FiveChicBites T,Standard,138,377.52,314.5795,0.4694716578,0.7659197367,4.9336959462,4.9336959462,412.62,2,33.1,62.9405
789,Food,Starter,Starter,Standard,FiveQuornNuggetT,Standard,11,30.19,25.1631,0.0375433072,0.0612500446,0.3945440788,0.3945440788,32.89,0,2.7,5.0269
790,Food,Starter,Starter,Standard,FiveWings T,Standard,192,537.32,447.75270000000006,0.6681937677,1.0901250077,7.0220743426,7.0220743426,574.08,1.05,35.71,89.5673
791,Food,Starter,Starter,Standard,Halloumi Fries T,Standard,313,1396.4,1164.4740000000002,1.7365178614,2.8330428065,18.2491338719,18.2491338719,1599.43,2.9,200.13,231.926
792,Food,Starter,Starter,Standard,Loaded Chips,Standard,94,449.62,374.5794,0.5591328852,0.9121975842,5.8759492778,5.8759492778,544.26,1.16,93.48,75.0406
793,Food,Starter,Starter,Standard,Nachos,Standard,162,840.5400000000001,701.4910000000001,1.0452683495,1.7053034951,10.9847658154,10.9847658154,965.52,2.18,122.8,139.049
794,Food,Starter,Starter,Standard,Quorn Nuggets T,Standard,36,166.33,138.59220000000002,0.2068426066,0.3374534589,2.173717013,2.173717013,192.24,0,25.91,27.7378
795,Food,Starter,Starter,Standard,Shwrma Chips,Standard,72,329.33,275.38009999999997,0.409544133,0.6681509506,4.3039152521,4.3039152521,416.88,1.16,86.39,53.9499
796,Food,Starter,Starter,Standard,Starter Strips T,Standard,189,949.2700000000001,793.1101000000001,1.1804814596,1.9258969814,12.4057256592,12.4057256592,1200.15,0,250.88,156.1599
797,Food,Starter,Starter,Standard,ThreeChicStrip T,Standard,147,403.13,335.9146,0.5013194253,0.8178777904,5.2683853751,5.2683853751,439.53,1.65,34.75,67.2154
798,,,,,SubTotal,,1792,7651.87,6381.0738,9.5156179661,15.5242589941,,100,9101.070000000002,52.47999999999999,1396.7200000000003,1270.7962000000002
799,,,,Sub-Cat Total,,,1792,7651.87,6381.0738,9.5156179661,15.5242589941,,,9101.070000000002,52.47999999999999,1396.7200000000003,1270.7962000000002
800,,,Category Total,,,,1792,7651.87,6381.073800000001,9.5156179661,15.5242589941,100,,9101.070000000002,52.47999999999999,1396.7200000000003,1270.7962000000002
801,Food,Steaks & Grills,Steaks & Grills,Standard,Combo Scampi,Standard,11,57.09,47.572900000000004,0.0709952769,0.1158252749,100,100,57.09,0,0,9.5171
802,,,,,SubTotal,,11,57.09,47.572900000000004,0.0709952769,0.1158252749,,100,57.09,0,0,9.5171
803,,,,Sub-Cat Total,,,11,57.09,47.572900000000004,0.0709952769,0.1158252749,,,57.09,0,0,9.5171
804,,,Category Total,,,,11,57.09,47.572900000000004,0.0709952769,0.1158252749,100,,57.09,0,0,9.5171
805,,Division Total,,,,,12380,49289.759999999995,41093.46560000002,61.295150832,100,,,55742.28999999999,354,6098.530000000001,8196.294400000004
806,Total,,,,,,26373,80413.79999999997,67045.28779999999,100,,,,91752.91999999998,442.19000000000005,10896.929999999997,13368.512199999988
